,Time,weather,temparature,pm25,time_slotid,time_id,time_date
340,2016-01-03 09:00:30,2,10.0,140,2016-01-03-55,55,2016-01-03
341,2016-01-03 09:10:18,3,10.0,140,2016-01-03-56,56,2016-01-03
342,2016-01-03 09:20:17,2,11.0,140,2016-01-03-57,57,2016-01-03
343,2016-01-03 09:35:09,2,11.0,140,2016-01-03-58,58,2016-01-03
344,2016-01-03 09:40:22,2,11.0,143,2016-01-03-59,59,2016-01-03
345,2016-01-03 09:50:25,2,11.0,143,2016-01-03-60,60,2016-01-03
346,2016-01-03 10:00:31,2,13.0,143,2016-01-03-61,61,2016-01-03
347,2016-01-03 10:10:05,2,13.0,143,2016-01-03-62,62,2016-01-03
348,2016-01-03 10:20:20,2,13.0,143,2016-01-03-63,63,2016-01-03
349,2016-01-03 10:30:09,2,13.0,143,2016-01-03-64,64,2016-01-03
350,2016-01-03 10:40:11,2,14.0,143,2016-01-03-65,65,2016-01-03
351,2016-01-03 10:50:08,2,14.0,146,2016-01-03-66,66,2016-01-03
352,2016-01-03 11:00:40,2,14.0,146,2016-01-03-67,67,2016-01-03
353,2016-01-03 11:10:21,2,14.0,146,2016-01-03-68,68,2016-01-03
354,2016-01-03 11:20:16,2,15.0,146,2016-01-03-69,69,2016-01-03
355,2016-01-03 11:30:10,2,15.0,146,2016-01-03-70,70,2016-01-03
356,2016-01-03 11:40:25,2,16.0,159,2016-01-03-71,71,2016-01-03
357,2016-01-03 11:50:04,2,16.0,159,2016-01-03-72,72,2016-01-03
358,2016-01-03 12:00:39,2,16.0,159,2016-01-03-73,73,2016-01-03
359,2016-01-03 12:10:16,2,16.0,159,2016-01-03-74,74,2016-01-03
360,2016-01-03 12:20:30,2,17.0,159,2016-01-03-75,75,2016-01-03
361,2016-01-03 12:30:28,2,17.0,159,2016-01-03-76,76,2016-01-03
362,2016-01-03 12:40:06,2,17.0,167,2016-01-03-77,77,2016-01-03
363,2016-01-03 12:50:08,2,17.0,167,2016-01-03-78,78,2016-01-03
364,2016-01-03 13:00:24,2,17.0,167,2016-01-03-79,79,2016-01-03
365,2016-01-03 13:10:21,2,17.0,167,2016-01-03-80,80,2016-01-03
366,2016-01-03 13:20:23,2,17.0,167,2016-01-03-81,81,2016-01-03
367,2016-01-03 13:30:22,2,18.0,167,2016-01-03-82,82,2016-01-03
368,2016-01-03 13:40:15,2,18.0,167,2016-01-03-83,83,2016-01-03
369,2016-01-03 13:50:12,2,18.0,167,2016-01-03-84,84,2016-01-03
370,2016-01-03 14:00:06,2,18.0,167,2016-01-03-85,85,2016-01-03
371,2016-01-03 14:10:19,2,18.0,167,2016-01-03-86,86,2016-01-03
372,2016-01-03 14:20:23,2,19.0,167,2016-01-03-87,87,2016-01-03
373,2016-01-03 14:30:01,2,19.0,152,2016-01-03-88,88,2016-01-03
374,2016-01-03 14:40:18,2,19.0,130,2016-01-03-89,89,2016-01-03
375,2016-01-03 14:50:20,2,19.0,130,2016-01-03-90,90,2016-01-03
376,2016-01-03 15:00:16,2,19.0,130,2016-01-03-91,91,2016-01-03
377,2016-01-03 15:10:23,2,19.0,130,2016-01-03-92,92,2016-01-03
378,2016-01-03 15:20:26,2,19.0,130,2016-01-03-93,93,2016-01-03
379,2016-01-03 15:30:26,2,19.0,130,2016-01-03-94,94,2016-01-03
380,2016-01-03 15:40:03,2,19.0,132,2016-01-03-95,95,2016-01-03
381,2016-01-03 15:50:18,2,19.0,132,2016-01-03-96,96,2016-01-03
382,2016-01-03 16:00:21,2,19.0,132,2016-01-03-97,97,2016-01-03
383,2016-01-03 16:10:05,2,19.0,132,2016-01-03-98,98,2016-01-03
384,2016-01-03 16:20:17,2,19.0,132,2016-01-03-99,99,2016-01-03
385,2016-01-03 16:30:30,2,19.0,132,2016-01-03-100,100,2016-01-03
386,2016-01-03 16:40:27,2,18.0,134,2016-01-03-101,101,2016-01-03
387,2016-01-03 16:50:30,2,18.0,134,2016-01-03-102,102,2016-01-03
388,2016-01-03 17:00:28,2,18.0,134,2016-01-03-103,103,2016-01-03
389,2016-01-03 17:15:04,2,17.0,134,2016-01-03-104,104,2016-01-03
390,2016-01-03 17:20:26,2,17.0,134,2016-01-03-105,105,2016-01-03
391,2016-01-03 17:30:13,2,17.0,134,2016-01-03-106,106,2016-01-03
392,2016-01-03 17:45:07,2,17.0,139,2016-01-03-107,107,2016-01-03
393,2016-01-03 17:50:06,2,16.0,139,2016-01-03-108,108,2016-01-03
394,2016-01-03 18:00:28,2,16.0,139,2016-01-03-109,109,2016-01-03
395,2016-01-03 18:10:07,2,16.0,139,2016-01-03-110,110,2016-01-03
396,2016-01-03 18:20:21,2,16.0,139,2016-01-03-111,111,2016-01-03
397,2016-01-03 18:30:24,2,15.0,139,2016-01-03-112,112,2016-01-03
398,2016-01-03 18:40:15,2,15.0,139,2016-01-03-113,113,2016-01-03
399,2016-01-03 18:50:25,2,15.0,153,2016-01-03-114,114,2016-01-03
400,2016-01-03 19:00:16,2,15.0,153,2016-01-03-115,115,2016-01-03
401,2016-01-03 19:10:17,2,15.0,153,2016-01-03-116,116,2016-01-03
402,2016-01-03 19:20:15,2,15.0,153,2016-01-03-117,117,2016-01-03
403,2016-01-03 19:30:11,2,15.0,153,2016-01-03-118,118,2016-01-03
404,2016-01-03 19:40:20,2,15.0,172,2016-01-03-119,119,2016-01-03
405,2016-01-03 19:50:32,2,15.0,172,2016-01-03-120,120,2016-01-03
406,2016-01-03 20:00:28,2,15.0,172,2016-01-03-121,121,2016-01-03
407,2016-01-03 20:10:40,2,15.0,172,2016-01-03-122,122,2016-01-03
408,2016-01-03 20:20:02,2,15.0,172,2016-01-03-123,123,2016-01-03
409,2016-01-03 20:30:35,2,15.0,172,2016-01-03-124,124,2016-01-03
410,2016-01-03 20:40:26,2,15.0,188,2016-01-03-125,125,2016-01-03
411,2016-01-03 20:50:27,2,15.0,188,2016-01-03-126,126,2016-01-03
412,2016-01-03 21:00:10,2,15.0,188,2016-01-03-127,127,2016-01-03
413,2016-01-03 21:10:03,3,15.0,188,2016-01-03-128,128,2016-01-03
414,2016-01-03 21:20:17,2,15.0,188,2016-01-03-129,129,2016-01-03
415,2016-01-03 21:30:35,2,15.0,188,2016-01-03-130,130,2016-01-03
416,2016-01-03 21:40:27,2,15.0,193,2016-01-03-131,131,2016-01-03
417,2016-01-03 21:50:05,2,15.0,193,2016-01-03-132,132,2016-01-03
418,2016-01-03 22:00:30,2,14.0,193,2016-01-03-133,133,2016-01-03
419,2016-01-03 22:10:34,2,14.0,193,2016-01-03-134,134,2016-01-03
420,2016-01-03 22:20:14,2,14.0,193,2016-01-03-135,135,2016-01-03
421,2016-01-03 22:30:25,2,14.0,193,2016-01-03-136,136,2016-01-03
422,2016-01-03 22:40:27,2,14.0,192,2016-01-03-137,137,2016-01-03
423,2016-01-03 22:50:23,2,14.0,192,2016-01-03-138,138,2016-01-03
424,2016-01-03 23:00:22,2,14.0,192,2016-01-03-139,139,2016-01-03
425,2016-01-03 23:10:25,2,14.0,192,2016-01-03-140,140,2016-01-03
426,2016-01-03 23:20:21,2,14.0,192,2016-01-03-141,141,2016-01-03
427,2016-01-03 23:30:19,2,14.0,192,2016-01-03-142,142,2016-01-03
428,2016-01-03 23:40:15,2,14.0,187,2016-01-03-143,143,2016-01-03
429,2016-01-03 23:50:14,2,13.0,187,2016-01-03-144,144,2016-01-03
430,2016-01-04 00:00:15,2,13.0,187,2016-01-04-1,1,2016-01-04
431,2016-01-04 00:10:27,2,13.0,187,2016-01-04-2,2,2016-01-04
432,2016-01-04 00:20:03,2,13.0,187,2016-01-04-3,3,2016-01-04
433,2016-01-04 00:30:30,2,13.0,187,2016-01-04-4,4,2016-01-04
434,2016-01-04 00:40:29,2,13.0,192,2016-01-04-5,5,2016-01-04
435,2016-01-04 00:50:25,2,13.0,192,2016-01-04-6,6,2016-01-04
436,2016-01-04 01:00:21,2,13.0,192,2016-01-04-7,7,2016-01-04
437,2016-01-04 01:10:16,2,13.0,192,2016-01-04-8,8,2016-01-04
438,2016-01-04 01:20:12,2,13.0,192,2016-01-04-9,9,2016-01-04
439,2016-01-04 01:30:08,2,13.0,192,2016-01-04-10,10,2016-01-04
440,2016-01-04 01:40:04,2,13.0,202,2016-01-04-11,11,2016-01-04
441,2016-01-04 01:50:29,2,13.0,202,2016-01-04-12,12,2016-01-04
442,2016-01-04 02:00:31,2,13.0,202,2016-01-04-13,13,2016-01-04
443,2016-01-04 02:10:13,2,13.0,202,2016-01-04-14,14,2016-01-04
444,2016-01-04 02:20:09,2,13.0,202,2016-01-04-15,15,2016-01-04
445,2016-01-04 02:30:05,2,13.0,202,2016-01-04-16,16,2016-01-04
446,2016-01-04 02:40:30,2,13.0,202,2016-01-04-17,17,2016-01-04
447,2016-01-04 02:50:26,2,13.0,202,2016-01-04-18,18,2016-01-04
448,2016-01-04 03:00:22,2,13.0,202,2016-01-04-19,19,2016-01-04
449,2016-01-04 03:10:18,2,13.0,202,2016-01-04-20,20,2016-01-04
450,2016-01-04 03:20:13,2,12.0,202,2016-01-04-21,21,2016-01-04
451,2016-01-04 03:30:09,2,12.0,202,2016-01-04-22,22,2016-01-04
452,2016-01-04 03:40:04,8,12.0,202,2016-01-04-23,23,2016-01-04
453,2016-01-04 03:50:30,8,12.0,202,2016-01-04-24,24,2016-01-04
454,2016-01-04 04:00:25,4,12.0,202,2016-01-04-25,25,2016-01-04
455,2016-01-04 04:10:21,4,12.0,202,2016-01-04-26,26,2016-01-04
456,2016-01-04 04:20:19,4,12.0,202,2016-01-04-27,27,2016-01-04
457,2016-01-04 04:30:15,4,12.0,202,2016-01-04-28,28,2016-01-04
458,2016-01-04 04:40:10,4,12.0,202,2016-01-04-29,29,2016-01-04
459,2016-01-04 04:50:06,4,12.0,202,2016-01-04-30,30,2016-01-04
460,2016-01-04 05:00:30,4,12.0,206,2016-01-04-31,31,2016-01-04
461,2016-01-04 05:10:26,4,12.0,206,2016-01-04-32,32,2016-01-04
462,2016-01-04 05:20:11,4,11.0,206,2016-01-04-33,33,2016-01-04
463,2016-01-04 05:30:07,4,11.0,206,2016-01-04-34,34,2016-01-04
464,2016-01-04 05:40:03,4,11.0,212,2016-01-04-35,35,2016-01-04
465,2016-01-04 05:50:29,4,12.0,212,2016-01-04-36,36,2016-01-04
466,2016-01-04 06:00:25,4,12.0,212,2016-01-04-37,37,2016-01-04
467,2016-01-04 06:10:24,8,12.0,212,2016-01-04-38,38,2016-01-04
468,2016-01-04 06:20:22,4,12.0,212,2016-01-04-39,39,2016-01-04
469,2016-01-04 06:30:18,4,12.0,212,2016-01-04-40,40,2016-01-04
470,2016-01-04 06:40:18,4,12.0,212,2016-01-04-41,41,2016-01-04
471,2016-01-04 06:50:17,4,11.0,212,2016-01-04-42,42,2016-01-04
472,2016-01-04 07:00:13,8,11.0,212,2016-01-04-43,43,2016-01-04
473,2016-01-04 07:10:09,8,11.0,212,2016-01-04-44,44,2016-01-04
474,2016-01-04 07:20:04,8,11.0,212,2016-01-04-45,45,2016-01-04
475,2016-01-04 07:30:31,8,11.0,206,2016-01-04-46,46,2016-01-04
476,2016-01-04 07:40:27,8,11.0,208,2016-01-04-47,47,2016-01-04
477,2016-01-04 07:50:23,8,11.0,208,2016-01-04-48,48,2016-01-04
478,2016-01-04 08:00:18,8,11.0,208,2016-01-04-49,49,2016-01-04
479,2016-01-04 08:10:23,8,11.0,208,2016-01-04-50,50,2016-01-04
480,2016-01-04 08:20:18,8,12.0,208,2016-01-04-51,51,2016-01-04
481,2016-01-04 08:30:17,8,12.0,208,2016-01-04-52,52,2016-01-04
482,2016-01-04 08:40:13,8,12.0,209,2016-01-04-53,53,2016-01-04
483,2016-01-04 08:50:14,8,12.0,209,2016-01-04-54,54,2016-01-04
484,2016-01-04 09:00:29,8,12.0,209,2016-01-04-55,55,2016-01-04
485,2016-01-04 09:10:33,4,12.0,209,2016-01-04-56,56,2016-01-04
486,2016-01-04 09:20:09,8,12.0,209,2016-01-04-57,57,2016-01-04
487,2016-01-04 09:30:15,8,12.0,209,2016-01-04-58,58,2016-01-04
488,2016-01-04 09:40:10,8,12.0,202,2016-01-04-59,59,2016-01-04
489,2016-01-04 09:50:09,8,12.0,202,2016-01-04-60,60,2016-01-04
490,2016-01-04 10:00:05,4,12.0,202,2016-01-04-61,61,2016-01-04
491,2016-01-04 10:10:03,4,12.0,202,2016-01-04-62,62,2016-01-04
492,2016-01-04 10:20:03,4,12.0,202,2016-01-04-63,63,2016-01-04
493,2016-01-04 10:30:30,4,12.0,202,2016-01-04-64,64,2016-01-04
494,2016-01-04 10:40:02,4,12.0,205,2016-01-04-65,65,2016-01-04
495,2016-01-04 10:50:02,4,12.0,205,2016-01-04-66,66,2016-01-04
496,2016-01-04 11:00:28,4,12.0,205,2016-01-04-67,67,2016-01-04
497,2016-01-04 11:10:05,4,12.0,205,2016-01-04-68,68,2016-01-04
498,2016-01-04 11:20:04,4,12.0,205,2016-01-04-69,69,2016-01-04
499,2016-01-04 11:35:06,4,13.0,205,2016-01-04-70,70,2016-01-04
500,2016-01-04 11:40:20,4,13.0,219,2016-01-04-71,71,2016-01-04
501,2016-01-04 11:50:26,4,13.0,219,2016-01-04-72,72,2016-01-04
502,2016-01-04 12:00:28,4,13.0,219,2016-01-04-73,73,2016-01-04
503,2016-01-04 12:10:19,4,12.0,219,2016-01-04-74,74,2016-01-04
504,2016-01-04 12:20:03,4,12.0,219,2016-01-04-75,75,2016-01-04
505,2016-01-04 12:30:04,4,12.0,219,2016-01-04-76,76,2016-01-04
506,2016-01-04 12:40:28,4,12.0,219,2016-01-04-77,77,2016-01-04
507,2016-01-04 12:50:09,4,12.0,217,2016-01-04-78,78,2016-01-04
508,2016-01-04 13:00:16,4,12.0,217,2016-01-04-79,79,2016-01-04
509,2016-01-04 13:10:03,4,12.0,217,2016-01-04-80,80,2016-01-04
510,2016-01-04 13:25:18,4,12.0,217,2016-01-04-81,81,2016-01-04
511,2016-01-04 13:30:01,4,12.0,217,2016-01-04-82,82,2016-01-04
512,2016-01-04 13:40:06,4,12.0,222,2016-01-04-83,83,2016-01-04
513,2016-01-04 13:50:08,4,12.0,222,2016-01-04-84,84,2016-01-04
514,2016-01-04 14:00:19,4,12.0,222,2016-01-04-85,85,2016-01-04
515,2016-01-04 14:10:22,4,12.0,222,2016-01-04-86,86,2016-01-04
516,2016-01-04 14:20:24,4,12.0,222,2016-01-04-87,87,2016-01-04
517,2016-01-04 14:30:29,4,12.0,222,2016-01-04-88,88,2016-01-04
518,2016-01-04 14:40:27,4,13.0,228,2016-01-04-89,89,2016-01-04
519,2016-01-04 14:50:23,4,12.0,228,2016-01-04-90,90,2016-01-04
520,2016-01-04 15:00:10,4,12.0,228,2016-01-04-91,91,2016-01-04
521,2016-01-04 15:10:19,4,12.0,228,2016-01-04-92,92,2016-01-04
522,2016-01-04 15:20:24,4,12.0,228,2016-01-04-93,93,2016-01-04
523,2016-01-04 15:30:29,4,12.0,228,2016-01-04-94,94,2016-01-04
524,2016-01-04 15:40:23,4,12.0,237,2016-01-04-95,95,2016-01-04
525,2016-01-04 15:50:27,4,12.0,237,2016-01-04-96,96,2016-01-04
526,2016-01-04 16:00:33,4,13.0,237,2016-01-04-97,97,2016-01-04
527,2016-01-04 16:10:07,4,13.0,237,2016-01-04-98,98,2016-01-04
528,2016-01-04 16:20:15,4,13.0,237,2016-01-04-99,99,2016-01-04
529,2016-01-04 16:30:11,4,12.0,237,2016-01-04-100,100,2016-01-04
530,2016-01-04 16:40:24,4,12.0,237,2016-01-04-101,101,2016-01-04
531,2016-01-04 16:50:26,4,12.0,237,2016-01-04-102,102,2016-01-04
532,2016-01-04 17:00:39,4,12.0,234,2016-01-04-103,103,2016-01-04
533,2016-01-04 17:10:22,4,12.0,234,2016-01-04-104,104,2016-01-04
534,2016-01-04 17:20:12,4,12.0,234,2016-01-04-105,105,2016-01-04
535,2016-01-04 17:30:07,4,12.0,234,2016-01-04-106,106,2016-01-04
536,2016-01-04 17:40:10,4,12.0,234,2016-01-04-107,107,2016-01-04
537,2016-01-04 17:50:26,4,12.0,241,2016-01-04-108,108,2016-01-04
538,2016-01-04 18:00:07,3,12.0,241,2016-01-04-109,109,2016-01-04
539,2016-01-04 18:10:28,3,12.0,241,2016-01-04-110,110,2016-01-04
540,2016-01-04 18:20:25,4,12.0,241,2016-01-04-111,111,2016-01-04
541,2016-01-04 18:30:17,4,12.0,241,2016-01-04-112,112,2016-01-04
542,2016-01-04 18:40:27,4,12.0,226,2016-01-04-113,113,2016-01-04
543,2016-01-04 18:50:24,4,12.0,226,2016-01-04-114,114,2016-01-04
544,2016-01-04 19:00:30,8,12.0,226,2016-01-04-115,115,2016-01-04
545,2016-01-04 19:10:23,8,12.0,226,2016-01-04-116,116,2016-01-04
546,2016-01-04 19:20:14,8,12.0,226,2016-01-04-117,117,2016-01-04
547,2016-01-04 19:30:22,8,12.0,226,2016-01-04-118,118,2016-01-04
548,2016-01-04 19:40:08,8,12.0,211,2016-01-04-119,119,2016-01-04
549,2016-01-04 19:50:32,8,12.0,211,2016-01-04-120,120,2016-01-04
550,2016-01-04 20:00:09,8,12.0,211,2016-01-04-121,121,2016-01-04
551,2016-01-04 20:10:39,8,12.0,211,2016-01-04-122,122,2016-01-04
552,2016-01-04 20:20:35,4,12.0,211,2016-01-04-123,123,2016-01-04
553,2016-01-04 20:30:05,4,12.0,211,2016-01-04-124,124,2016-01-04
554,2016-01-04 20:40:33,4,12.0,211,2016-01-04-125,125,2016-01-04
555,2016-01-04 20:50:09,4,12.0,211,2016-01-04-126,126,2016-01-04
556,2016-01-04 21:00:21,4,12.0,211,2016-01-04-127,127,2016-01-04
557,2016-01-04 21:10:25,3,12.0,211,2016-01-04-128,128,2016-01-04
558,2016-01-04 21:20:14,4,12.0,211,2016-01-04-129,129,2016-01-04
559,2016-01-04 21:30:15,4,12.0,194,2016-01-04-130,130,2016-01-04
560,2016-01-04 21:40:29,4,12.0,194,2016-01-04-131,131,2016-01-04
561,2016-01-04 21:50:15,4,12.0,194,2016-01-04-132,132,2016-01-04
562,2016-01-04 22:00:35,4,12.0,194,2016-01-04-133,133,2016-01-04
563,2016-01-04 22:10:17,4,12.0,194,2016-01-04-134,134,2016-01-04
564,2016-01-04 22:20:19,4,12.0,194,2016-01-04-135,135,2016-01-04
565,2016-01-04 22:30:18,4,12.0,176,2016-01-04-136,136,2016-01-04
566,2016-01-04 22:40:29,4,12.0,176,2016-01-04-137,137,2016-01-04
567,2016-01-04 22:50:28,4,12.0,176,2016-01-04-138,138,2016-01-04
568,2016-01-04 23:00:29,4,12.0,176,2016-01-04-139,139,2016-01-04
569,2016-01-04 23:10:02,4,12.0,176,2016-01-04-140,140,2016-01-04
570,2016-01-04 23:20:28,4,12.0,176,2016-01-04-141,141,2016-01-04
571,2016-01-04 23:30:24,4,12.0,172,2016-01-04-142,142,2016-01-04
572,2016-01-04 23:40:19,4,12.0,172,2016-01-04-143,143,2016-01-04
573,2016-01-04 23:50:18,4,12.0,170,2016-01-04-144,144,2016-01-04
574,2016-01-05 00:00:32,4,12.0,170,2016-01-05-1,1,2016-01-05
575,2016-01-05 00:10:25,8,12.0,170,2016-01-05-2,2,2016-01-05
576,2016-01-05 00:20:28,4,12.0,170,2016-01-05-3,3,2016-01-05
577,2016-01-05 00:30:24,4,12.0,170,2016-01-05-4,4,2016-01-05
578,2016-01-05 00:40:20,4,12.0,165,2016-01-05-5,5,2016-01-05
579,2016-01-05 00:50:16,8,12.0,165,2016-01-05-6,6,2016-01-05
580,2016-01-05 01:00:11,8,12.0,165,2016-01-05-7,7,2016-01-05
581,2016-01-05 01:10:07,8,12.0,165,2016-01-05-8,8,2016-01-05
582,2016-01-05 01:20:03,8,12.0,165,2016-01-05-9,9,2016-01-05
583,2016-01-05 01:30:28,8,11.0,165,2016-01-05-10,10,2016-01-05
584,2016-01-05 01:40:24,8,11.0,159,2016-01-05-11,11,2016-01-05
585,2016-01-05 01:50:19,8,11.0,159,2016-01-05-12,12,2016-01-05
586,2016-01-05 02:00:15,8,11.0,159,2016-01-05-13,13,2016-01-05
587,2016-01-05 02:10:04,8,11.0,159,2016-01-05-14,14,2016-01-05
588,2016-01-05 02:20:30,8,11.0,159,2016-01-05-15,15,2016-01-05
589,2016-01-05 02:30:29,8,11.0,159,2016-01-05-16,16,2016-01-05
590,2016-01-05 02:40:24,8,11.0,159,2016-01-05-17,17,2016-01-05
591,2016-01-05 02:50:22,8,11.0,148,2016-01-05-18,18,2016-01-05
592,2016-01-05 03:00:20,8,11.0,148,2016-01-05-19,19,2016-01-05
593,2016-01-05 03:10:16,4,11.0,148,2016-01-05-20,20,2016-01-05
594,2016-01-05 03:20:12,8,11.0,148,2016-01-05-21,21,2016-01-05
595,2016-01-05 03:30:08,8,11.0,148,2016-01-05-22,22,2016-01-05
596,2016-01-05 03:40:03,8,11.0,139,2016-01-05-23,23,2016-01-05
597,2016-01-05 03:50:29,8,11.0,139,2016-01-05-24,24,2016-01-05
598,2016-01-05 04:00:25,4,11.0,139,2016-01-05-25,25,2016-01-05
599,2016-01-05 04:10:20,4,11.0,139,2016-01-05-26,26,2016-01-05
600,2016-01-05 04:20:16,4,11.0,139,2016-01-05-27,27,2016-01-05
601,2016-01-05 04:30:12,4,11.0,139,2016-01-05-28,28,2016-01-05
602,2016-01-05 04:40:07,4,11.0,139,2016-01-05-29,29,2016-01-05
603,2016-01-05 04:50:02,4,11.0,139,2016-01-05-30,30,2016-01-05
604,2016-01-05 05:00:27,4,11.0,139,2016-01-05-31,31,2016-01-05
605,2016-01-05 05:10:27,4,11.0,139,2016-01-05-32,32,2016-01-05
606,2016-01-05 05:20:06,4,11.0,139,2016-01-05-33,33,2016-01-05
607,2016-01-05 05:30:01,4,11.0,127,2016-01-05-34,34,2016-01-05
608,2016-01-05 05:40:30,4,11.0,127,2016-01-05-35,35,2016-01-05
609,2016-01-05 05:50:26,4,11.0,127,2016-01-05-36,36,2016-01-05
610,2016-01-05 06:00:21,4,11.0,117,2016-01-05-37,37,2016-01-05
611,2016-01-05 06:10:17,4,11.0,117,2016-01-05-38,38,2016-01-05
612,2016-01-05 06:20:22,4,11.0,117,2016-01-05-39,39,2016-01-05
613,2016-01-05 06:30:18,4,11.0,117,2016-01-05-40,40,2016-01-05
614,2016-01-05 06:40:13,4,10.0,88,2016-01-05-41,41,2016-01-05
615,2016-01-05 06:50:09,4,10.0,88,2016-01-05-42,42,2016-01-05
616,2016-01-05 07:00:15,4,10.0,88,2016-01-05-43,43,2016-01-05
617,2016-01-05 07:10:17,4,10.0,88,2016-01-05-44,44,2016-01-05
618,2016-01-05 07:20:13,4,10.0,88,2016-01-05-45,45,2016-01-05
619,2016-01-05 07:30:09,4,10.0,88,2016-01-05-46,46,2016-01-05
620,2016-01-05 07:40:04,4,10.0,57,2016-01-05-47,47,2016-01-05
621,2016-01-05 07:50:29,4,10.0,57,2016-01-05-48,48,2016-01-05
622,2016-01-05 08:00:25,4,10.0,57,2016-01-05-49,49,2016-01-05
623,2016-01-05 08:10:25,4,10.0,57,2016-01-05-50,50,2016-01-05
624,2016-01-05 08:20:21,4,10.0,57,2016-01-05-51,51,2016-01-05
625,2016-01-05 08:30:20,4,10.0,57,2016-01-05-52,52,2016-01-05
626,2016-01-05 08:40:19,4,10.0,32,2016-01-05-53,53,2016-01-05
627,2016-01-05 08:50:19,4,9.0,32,2016-01-05-54,54,2016-01-05
628,2016-01-05 09:00:17,4,9.0,32,2016-01-05-55,55,2016-01-05
629,2016-01-05 09:10:13,3,9.0,32,2016-01-05-56,56,2016-01-05
630,2016-01-05 09:20:09,4,9.0,32,2016-01-05-57,57,2016-01-05
631,2016-01-05 09:30:09,4,9.0,32,2016-01-05-58,58,2016-01-05
632,2016-01-05 09:40:15,4,9.0,29,2016-01-05-59,59,2016-01-05
633,2016-01-05 09:50:24,4,9.0,29,2016-01-05-60,60,2016-01-05
634,2016-01-05 10:00:26,4,9.0,29,2016-01-05-61,61,2016-01-05
635,2016-01-05 10:10:28,4,9.0,29,2016-01-05-62,62,2016-01-05
636,2016-01-05 10:20:04,4,9.0,29,2016-01-05-63,63,2016-01-05
637,2016-01-05 10:30:28,4,9.0,29,2016-01-05-64,64,2016-01-05
638,2016-01-05 10:40:29,4,9.0,26,2016-01-05-65,65,2016-01-05
639,2016-01-05 10:50:20,4,9.0,26,2016-01-05-66,66,2016-01-05
640,2016-01-05 11:00:19,4,9.0,26,2016-01-05-67,67,2016-01-05
641,2016-01-05 11:10:06,4,8.0,26,2016-01-05-68,68,2016-01-05
642,2016-01-05 11:20:27,4,8.0,26,2016-01-05-69,69,2016-01-05
643,2016-01-05 11:30:14,4,8.0,26,2016-01-05-70,70,2016-01-05
644,2016-01-05 11:40:15,4,8.0,30,2016-01-05-71,71,2016-01-05
645,2016-01-05 11:50:22,4,8.0,30,2016-01-05-72,72,2016-01-05
646,2016-01-05 12:00:28,4,8.0,30,2016-01-05-73,73,2016-01-05
647,2016-01-05 12:10:09,4,8.0,30,2016-01-05-74,74,2016-01-05
648,2016-01-05 12:20:23,4,8.0,30,2016-01-05-75,75,2016-01-05
649,2016-01-05 12:30:15,4,8.0,30,2016-01-05-76,76,2016-01-05
650,2016-01-05 12:40:26,4,8.0,31,2016-01-05-77,77,2016-01-05
651,2016-01-05 12:50:05,4,8.0,31,2016-01-05-78,78,2016-01-05
652,2016-01-05 13:00:19,4,8.0,31,2016-01-05-79,79,2016-01-05
653,2016-01-05 13:10:05,4,8.0,31,2016-01-05-80,80,2016-01-05
654,2016-01-05 13:20:05,4,8.0,31,2016-01-05-81,81,2016-01-05
655,2016-01-05 13:30:31,4,8.0,31,2016-01-05-82,82,2016-01-05
656,2016-01-05 13:40:12,4,8.0,34,2016-01-05-83,83,2016-01-05
657,2016-01-05 13:50:19,4,8.0,34,2016-01-05-84,84,2016-01-05
658,2016-01-05 14:00:01,4,8.0,34,2016-01-05-85,85,2016-01-05
659,2016-01-05 14:10:15,4,8.0,34,2016-01-05-86,86,2016-01-05
660,2016-01-05 14:20:17,4,8.0,34,2016-01-05-87,87,2016-01-05
661,2016-01-05 14:30:24,4,8.0,34,2016-01-05-88,88,2016-01-05
662,2016-01-05 14:40:35,4,8.0,38,2016-01-05-89,89,2016-01-05
663,2016-01-05 14:50:12,4,8.0,38,2016-01-05-90,90,2016-01-05
664,2016-01-05 15:00:25,4,8.0,38,2016-01-05-91,91,2016-01-05
665,2016-01-05 15:10:14,4,8.0,38,2016-01-05-92,92,2016-01-05
666,2016-01-05 15:20:20,4,8.0,38,2016-01-05-93,93,2016-01-05
667,2016-01-05 15:30:26,4,8.0,38,2016-01-05-94,94,2016-01-05
668,2016-01-05 15:40:27,4,8.0,39,2016-01-05-95,95,2016-01-05
669,2016-01-05 15:50:02,4,8.0,39,2016-01-05-96,96,2016-01-05
670,2016-01-05 16:00:28,4,8.0,39,2016-01-05-97,97,2016-01-05
671,2016-01-05 16:10:02,4,8.0,39,2016-01-05-98,98,2016-01-05
672,2016-01-05 16:20:23,4,8.0,39,2016-01-05-99,99,2016-01-05
673,2016-01-05 16:30:05,4,8.0,39,2016-01-05-100,100,2016-01-05
674,2016-01-05 16:40:27,4,8.0,39,2016-01-05-101,101,2016-01-05
675,2016-01-05 16:50:18,4,8.0,40,2016-01-05-102,102,2016-01-05
676,2016-01-05 17:00:10,4,8.0,40,2016-01-05-103,103,2016-01-05
677,2016-01-05 17:10:25,4,8.0,40,2016-01-05-104,104,2016-01-05
678,2016-01-05 17:20:05,4,8.0,40,2016-01-05-105,105,2016-01-05
679,2016-01-05 17:30:16,4,8.0,40,2016-01-05-106,106,2016-01-05
